date,inventory
12/9/2015,209
13/9/2015,212
14/9/2015,216
15/9/2015,217
16/9/2015,220
17/9/2015,223
18/9/2015,224
19/9/2015,225
20/9/2015,226
21/9/2015,228
22/9/2015,229
23/9/2015,231
24/9/2015,232
25/9/2015,234
26/9/2015,236
27/9/2015,238
28/9/2015,239
29/9/2015,240
30/9/2015,244
1/10/2015,247
2/10/2015,248
3/10/2015,249
4/10/2015,251
5/10/2015,254
6/10/2015,256
7/10/2015,257
8/10/2015,260
9/10/2015,263
10/10/2015,265
11/10/2015,268
12/10/2015,271
13/10/2015,273
14/10/2015,276
15/10/2015,276
16/10/2015,277
17/10/2015,279
18/10/2015,280
19/10/2015,280
20/10/2015,281
21/10/2015,282
22/10/2015,284
23/10/2015,284
24/10/2015,285
25/10/2015,287
26/10/2015,288
27/10/2015,288
28/10/2015,288
29/10/2015,287
30/10/2015,286
31/10/2015,286
1/11/2015,286
2/11/2015,285
3/11/2015,284
4/11/2015,284
5/11/2015,284
6/11/2015,284
7/11/2015,283
8/11/2015,283
9/11/2015,282
10/11/2015,282
11/11/2015,281
12/11/2015,280
13/11/2015,280
14/11/2015,280
15/11/2015,278
16/11/2015,277
17/11/2015,276
18/11/2015,276
19/11/2015,276
20/11/2015,275
21/11/2015,274
22/11/2015,273
23/11/2015,272
24/11/2015,271
25/11/2015,271
26/11/2015,269
27/11/2015,268
28/11/2015,268
29/11/2015,267
30/11/2015,266
1/12/2015,265
2/12/2015,264
3/12/2015,264
4/12/2015,263
5/12/2015,262
6/12/2015,260
7/12/2015,260
8/12/2015,259
9/12/2015,258
10/12/2015,256
11/12/2015,256
12/12/2015,255
13/12/2015,253
14/12/2015,252
15/12/2015,252
16/12/2015,251
17/12/2015,250
18/12/2015,249
19/12/2015,248
20/12/2015,247
21/12/2015,244
22/12/2015,243
23/12/2015,241
24/12/2015,240
25/12/2015,239
26/12/2015,238
27/12/2015,236
28/12/2015,236
29/12/2015,234
30/12/2015,233
31/12/2015,232
1/1/2016,232
2/1/2016,231
3/1/2016,230
4/1/2016,228
5/1/2016,228
6/1/2016,227
7/1/2016,226
8/1/2016,224
9/1/2016,222
10/1/2016,220
11/1/2016,220
12/1/2016,218
13/1/2016,217
14/1/2016,215
15/1/2016,213
16/1/2016,212
17/1/2016,210
18/1/2016,209
19/1/2016,208
20/1/2016,207
21/1/2016,205
22/1/2016,204
23/1/2016,203
24/1/2016,202
25/1/2016,201
26/1/2016,200
27/1/2016,200
28/1/2016,198
29/1/2016,197
30/1/2016,196
31/1/2016,196
1/2/2016,194
2/2/2016,193
3/2/2016,191
4/2/2016,190
5/2/2016,189
6/2/2016,189
7/2/2016,188
8/2/2016,187
9/2/2016,186
10/2/2016,185
11/2/2016,185
12/2/2016,184
13/2/2016,184
14/2/2016,183
15/2/2016,182
16/2/2016,181
17/2/2016,180
18/2/2016,180
19/2/2016,179
20/2/2016,178
21/2/2016,177
22/2/2016,176
23/2/2016,176
24/2/2016,175
25/2/2016,175
26/2/2016,174
27/2/2016,173
28/2/2016,172
29/2/2016,172
1/3/2016,172
2/3/2016,171
3/3/2016,170
4/3/2016,170
5/3/2016,169
6/3/2016,168
7/3/2016,167
8/3/2016,167
9/3/2016,166
10/3/2016,165
11/3/2016,163
12/3/2016,162
13/3/2016,161
14/3/2016,160
15/3/2016,160
16/3/2016,159
17/3/2016,159
18/3/2016,157
19/3/2016,157
20/3/2016,157
21/3/2016,157
22/3/2016,156
23/3/2016,156
24/3/2016,156
25/3/2016,155
26/3/2016,154
27/3/2016,153
28/3/2016,153
29/3/2016,154
30/3/2016,155
31/3/2016,156
1/4/2016,158
2/4/2016,159
3/4/2016,160
4/4/2016,162
5/4/2016,163
6/4/2016,164
7/4/2016,167
8/4/2016,168
9/4/2016,169
10/4/2016,171
11/4/2016,172
12/4/2016,172
13/4/2016,173
14/4/2016,175
15/4/2016,176
16/4/2016,176
17/4/2016,177
18/4/2016,178
19/4/2016,179
20/4/2016,180
21/4/2016,180
22/4/2016,182
23/4/2016,183
24/4/2016,185
25/4/2016,187
26/4/2016,188
27/4/2016,189
28/4/2016,190
29/4/2016,192
30/4/2016,193
1/5/2016,195
2/5/2016,196
3/5/2016,196
4/5/2016,197
5/5/2016,199
6/5/2016,200
7/5/2016,201
8/5/2016,202
9/5/2016,203
10/5/2016,204
11/5/2016,205
12/5/2016,207
13/5/2016,208
14/5/2016,210
15/5/2016,212
16/5/2016,212
17/5/2016,213
18/5/2016,215
19/5/2016,217
20/5/2016,218
21/5/2016,220
22/5/2016,222
23/5/2016,223
24/5/2016,224
25/5/2016,227
26/5/2016,230
27/5/2016,234
28/5/2016,235
29/5/2016,238
30/5/2016,239
31/5/2016,241
1/6/2016,245
2/6/2016,246
3/6/2016,249
4/6/2016,252
5/6/2016,252
6/6/2016,254
7/6/2016,255
8/6/2016,256
9/6/2016,257
10/6/2016,258
11/6/2016,259
12/6/2016,260
13/6/2016,260
14/6/2016,262
15/6/2016,264
16/6/2016,265
17/6/2016,267
18/6/2016,268
19/6/2016,270
20/6/2016,272
21/6/2016,272
22/6/2016,276
23/6/2016,279
24/6/2016,280
25/6/2016,280
26/6/2016,284
27/6/2016,284
28/6/2016,286
29/6/2016,287
30/6/2016,287
1/7/2016,288
2/7/2016,288
3/7/2016,289
4/7/2016,291
5/7/2016,292
6/7/2016,293
7/7/2016,294
8/7/2016,294
9/7/2016,294
10/7/2016,293
11/7/2016,292
12/7/2016,292
13/7/2016,291
14/7/2016,290
15/7/2016,288
16/7/2016,288
17/7/2016,288
18/7/2016,287
19/7/2016,286
20/7/2016,285
21/7/2016,284
22/7/2016,283
23/7/2016,283
24/7/2016,281
25/7/2016,280
26/7/2016,280
27/7/2016,279
28/7/2016,279
29/7/2016,276
30/7/2016,276
31/7/2016,275
1/8/2016,274
2/8/2016,272
3/8/2016,272
4/8/2016,271
5/8/2016,270
6/8/2016,268
7/8/2016,268
8/8/2016,267
9/8/2016,265
10/8/2016,264
11/8/2016,263
12/8/2016,262
13/8/2016,261
14/8/2016,260
15/8/2016,257
16/8/2016,256
17/8/2016,255
18/8/2016,254
19/8/2016,253
20/8/2016,252
21/8/2016,251
22/8/2016,249
23/8/2016,248
24/8/2016,248
25/8/2016,247
26/8/2016,245
27/8/2016,244
28/8/2016,243
29/8/2016,241
30/8/2016,240
31/8/2016,238
1/9/2016,236
2/9/2016,236
3/9/2016,235
4/9/2016,234
5/9/2016,232
6/9/2016,231
7/9/2016,229
8/9/2016,228
9/9/2016,225
10/9/2016,223
11/9/2016,221
12/9/2016,220
13/9/2016,220
14/9/2016,218
15/9/2016,217
16/9/2016,216
17/9/2016,215
18/9/2016,214
19/9/2016,213
20/9/2016,212
21/9/2016,212
22/9/2016,211
23/9/2016,210
24/9/2016,208
25/9/2016,207
26/9/2016,207
27/9/2016,206
28/9/2016,205
29/9/2016,204
30/9/2016,203
1/10/2016,201
2/10/2016,200
3/10/2016,198
4/10/2016,197
5/10/2016,196
6/10/2016,195
7/10/2016,193
8/10/2016,192
9/10/2016,192
10/10/2016,190
11/10/2016,189
12/10/2016,188
13/10/2016,188
14/10/2016,187
15/10/2016,187
16/10/2016,185
17/10/2016,184
18/10/2016,184
19/10/2016,183
20/10/2016,182
21/10/2016,181
22/10/2016,180
23/10/2016,179
24/10/2016,178
25/10/2016,177
26/10/2016,176
27/10/2016,176
28/10/2016,175
29/10/2016,174
30/10/2016,173
31/10/2016,173
1/11/2016,172
2/11/2016,172
3/11/2016,171
4/11/2016,169
5/11/2016,168
6/11/2016,168
7/11/2016,168
8/11/2016,167
9/11/2016,166
10/11/2016,168
11/11/2016,170
12/11/2016,172
13/11/2016,175
14/11/2016,176
15/11/2016,177
16/11/2016,178
17/11/2016,179
18/11/2016,180
19/11/2016,181
20/11/2016,182
21/11/2016,184
22/11/2016,186
23/11/2016,188
24/11/2016,188
25/11/2016,192
26/11/2016,194
27/11/2016,196
28/11/2016,197
29/11/2016,199
30/11/2016,201
1/12/2016,203
2/12/2016,204
3/12/2016,206
4/12/2016,208
5/12/2016,209
6/12/2016,211
7/12/2016,212
8/12/2016,214
9/12/2016,217
10/12/2016,220
11/12/2016,221
12/12/2016,223
13/12/2016,226
14/12/2016,229
15/12/2016,232
16/12/2016,233
17/12/2016,236
18/12/2016,240
19/12/2016,241
20/12/2016,244
21/12/2016,248
22/12/2016,251
23/12/2016,254
24/12/2016,256
25/12/2016,257
26/12/2016,260
27/12/2016,264
28/12/2016,267
29/12/2016,268
30/12/2016,269
31/12/2016,272
1/1/2017,273
2/1/2017,274
3/1/2017,276
4/1/2017,276
5/1/2017,277
6/1/2017,278
7/1/2017,280
8/1/2017,283
9/1/2017,284
10/1/2017,284
11/1/2017,285
12/1/2017,285
13/1/2017,285
14/1/2017,284
15/1/2017,284
16/1/2017,283
17/1/2017,282
18/1/2017,281
19/1/2017,280
20/1/2017,280
21/1/2017,278
22/1/2017,278
23/1/2017,276
24/1/2017,276
25/1/2017,275
26/1/2017,274
27/1/2017,274
28/1/2017,273
29/1/2017,272
30/1/2017,270
31/1/2017,269
1/2/2017,268
2/2/2017,267
3/2/2017,266
4/2/2017,264
5/2/2017,263
6/2/2017,261
7/2/2017,260
8/2/2017,256
9/2/2017,255
10/2/2017,253
11/2/2017,252
12/2/2017,252
13/2/2017,251
14/2/2017,250
15/2/2017,248
16/2/2017,248
17/2/2017,246
18/2/2017,245
19/2/2017,244
20/2/2017,243
21/2/2017,240
22/2/2017,240
23/2/2017,238
24/2/2017,235
25/2/2017,232
26/2/2017,231
27/2/2017,228
28/2/2017,227
1/3/2017,225
2/3/2017,224
3/3/2017,222
4/3/2017,221
5/3/2017,220
6/3/2017,217
7/3/2017,215
8/3/2017,212
9/3/2017,211
10/3/2017,208
11/3/2017,207
12/3/2017,205
13/3/2017,204
14/3/2017,203
15/3/2017,201
16/3/2017,199
17/3/2017,198
18/3/2017,196
19/3/2017,194
20/3/2017,192
21/3/2017,190
22/3/2017,188
23/3/2017,188
24/3/2017,186
25/3/2017,184
26/3/2017,183
27/3/2017,180
28/3/2017,179
29/3/2017,177
30/3/2017,176
31/3/2017,175
1/4/2017,174
2/4/2017,172
3/4/2017,171
4/4/2017,170
5/4/2017,169
6/4/2017,168
7/4/2017,167
8/4/2017,166
9/4/2017,165
10/4/2017,164
11/4/2017,164
12/4/2017,163
13/4/2017,162
14/4/2017,162
15/4/2017,161
16/4/2017,160
17/4/2017,160
18/4/2017,159
19/4/2017,158
20/4/2017,159
21/4/2017,160
22/4/2017,162
23/4/2017,164
24/4/2017,166
25/4/2017,167
26/4/2017,168
27/4/2017,168
28/4/2017,169
29/4/2017,170
30/4/2017,171
1/5/2017,173
2/5/2017,175
3/5/2017,176
4/5/2017,178
5/5/2017,179
6/5/2017,180
7/5/2017,181
8/5/2017,183
9/5/2017,184
10/5/2017,184
11/5/2017,185
12/5/2017,186
13/5/2017,187
14/5/2017,188
15/5/2017,191
16/5/2017,192
17/5/2017,193
18/5/2017,196
19/5/2017,198
20/5/2017,200
21/5/2017,200
22/5/2017,202
23/5/2017,204
24/5/2017,205
25/5/2017,206
26/5/2017,208
27/5/2017,210
28/5/2017,212
29/5/2017,214
30/5/2017,216
31/5/2017,220
1/6/2017,223
2/6/2017,224
3/6/2017,227
4/6/2017,228
5/6/2017,232
6/6/2017,233
7/6/2017,234
8/6/2017,236
9/6/2017,237
10/6/2017,238
11/6/2017,239
12/6/2017,241
13/6/2017,243
14/6/2017,247
15/6/2017,249
16/6/2017,250
17/6/2017,252
18/6/2017,255
19/6/2017,257
20/6/2017,259
21/6/2017,260
22/6/2017,262
23/6/2017,264
24/6/2017,265
25/6/2017,266
26/6/2017,266
27/6/2017,267
28/6/2017,269
29/6/2017,270
30/6/2017,271
1/7/2017,272
2/7/2017,272
3/7/2017,273
4/7/2017,274
5/7/2017,275
6/7/2017,276
7/7/2017,276
8/7/2017,277
9/7/2017,278
10/7/2017,279
11/7/2017,280
12/7/2017,280
13/7/2017,280
14/7/2017,279
15/7/2017,279
16/7/2017,278
17/7/2017,277
18/7/2017,276
19/7/2017,274
20/7/2017,273
21/7/2017,272
22/7/2017,272
23/7/2017,271
24/7/2017,271
25/7/2017,270
26/7/2017,270
27/7/2017,269
28/7/2017,268
29/7/2017,268
30/7/2017,267
31/7/2017,267
1/8/2017,266
2/8/2017,264
3/8/2017,264
4/8/2017,263
5/8/2017,261
6/8/2017,260
7/8/2017,258
8/8/2017,256
9/8/2017,256
10/8/2017,254
11/8/2017,253
12/8/2017,251
13/8/2017,250
14/8/2017,248
15/8/2017,247
16/8/2017,244
17/8/2017,243
18/8/2017,241
19/8/2017,239
20/8/2017,238
21/8/2017,236
22/8/2017,235
23/8/2017,235
24/8/2017,234
25/8/2017,233
26/8/2017,231
27/8/2017,230
28/8/2017,229
29/8/2017,228
30/8/2017,225
31/8/2017,224
1/9/2017,222
2/9/2017,220
3/9/2017,218
4/9/2017,215
5/9/2017,213
6/9/2017,211
7/9/2017,208
8/9/2017,205
9/9/2017,204
10/9/2017,203
11/9/2017,201
12/9/2017,200
13/9/2017,198
14/9/2017,196
15/9/2017,195
16/9/2017,194
17/9/2017,192
18/9/2017,192
19/9/2017,189
20/9/2017,188
21/9/2017,184
22/9/2017,182
23/9/2017,180
24/9/2017,176
25/9/2017,176
26/9/2017,173
27/9/2017,172
28/9/2017,171
29/9/2017,170
30/9/2017,169
1/10/2017,168
2/10/2017,168
3/10/2017,167
4/10/2017,165
5/10/2017,164
6/10/2017,163
7/10/2017,161
8/10/2017,161
9/10/2017,160
10/10/2017,159
11/10/2017,157
12/10/2017,156
13/10/2017,154
14/10/2017,153
15/10/2017,152
16/10/2017,152
17/10/2017,152
18/10/2017,150
19/10/2017,149
20/10/2017,148
21/10/2017,148
22/10/2017,147
23/10/2017,145
24/10/2017,145
25/10/2017,144
26/10/2017,144
27/10/2017,144
28/10/2017,143
29/10/2017,143
30/10/2017,142
31/10/2017,141
1/11/2017,140
2/11/2017,140
3/11/2017,138
4/11/2017,137
5/11/2017,137
6/11/2017,136
7/11/2017,135
8/11/2017,133
9/11/2017,132
10/11/2017,132
11/11/2017,130
12/11/2017,129
13/11/2017,128
14/11/2017,128
15/11/2017,128
16/11/2017,128
17/11/2017,127
18/11/2017,126
19/11/2017,125
20/11/2017,124
21/11/2017,124
22/11/2017,124
23/11/2017,126
24/11/2017,128
25/11/2017,131
26/11/2017,132
27/11/2017,132
28/11/2017,133
29/11/2017,134
30/11/2017,135
1/12/2017,136
2/12/2017,139
3/12/2017,141
4/12/2017,142
5/12/2017,144
6/12/2017,144
7/12/2017,146
8/12/2017,148
9/12/2017,150
10/12/2017,152
11/12/2017,153
12/12/2017,156
13/12/2017,156
14/12/2017,158
15/12/2017,159
16/12/2017,164
17/12/2017,165
18/12/2017,167
19/12/2017,168
20/12/2017,172
21/12/2017,173
22/12/2017,174
23/12/2017,176
24/12/2017,176
25/12/2017,180
26/12/2017,182
27/12/2017,184
28/12/2017,186
29/12/2017,188
30/12/2017,190
31/12/2017,192
1/1/2018,193
2/1/2018,196
3/1/2018,198
4/1/2018,200
5/1/2018,200
6/1/2018,203
7/1/2018,205
8/1/2018,208
9/1/2018,209
10/1/2018,210
11/1/2018,211
12/1/2018,213
13/1/2018,213
14/1/2018,215
15/1/2018,216
16/1/2018,217
17/1/2018,220
18/1/2018,220
19/1/2018,222
20/1/2018,224
21/1/2018,226
22/1/2018,227
23/1/2018,228
24/1/2018,229
25/1/2018,231
26/1/2018,232
27/1/2018,234
28/1/2018,235
29/1/2018,236
30/1/2018,238
31/1/2018,239
1/2/2018,240
2/2/2018,241
3/2/2018,243
4/2/2018,244
5/2/2018,245
6/2/2018,248
7/2/2018,248
8/2/2018,250
9/2/2018,251
10/2/2018,252
11/2/2018,253
12/2/2018,255
13/2/2018,256
14/2/2018,257
15/2/2018,258
16/2/2018,260
17/2/2018,262
18/2/2018,264
19/2/2018,264
20/2/2018,265
21/2/2018,266
22/2/2018,268
23/2/2018,268
24/2/2018,269
25/2/2018,270
26/2/2018,271
27/2/2018,272
28/2/2018,272
1/3/2018,273
2/3/2018,274
3/3/2018,275
4/3/2018,276
5/3/2018,277
6/3/2018,278
7/3/2018,279
8/3/2018,279
9/3/2018,279
10/3/2018,279
11/3/2018,279
12/3/2018,278
13/3/2018,277
14/3/2018,276
15/3/2018,275
16/3/2018,274
17/3/2018,272
18/3/2018,272
19/3/2018,271
20/3/2018,270
21/3/2018,268
22/3/2018,268
23/3/2018,267
24/3/2018,265
25/3/2018,263
26/3/2018,262
27/3/2018,261
28/3/2018,260
29/3/2018,259
30/3/2018,258
31/3/2018,256
1/4/2018,256
2/4/2018,255
3/4/2018,254
4/4/2018,252
5/4/2018,251
6/4/2018,249
7/4/2018,247
8/4/2018,247
9/4/2018,245
10/4/2018,244
11/4/2018,243
12/4/2018,242
13/4/2018,239
14/4/2018,237
15/4/2018,236
16/4/2018,235
17/4/2018,232
18/4/2018,232
19/4/2018,229
20/4/2018,228
21/4/2018,226
22/4/2018,224
23/4/2018,224
24/4/2018,222
25/4/2018,221
26/4/2018,220
27/4/2018,218
28/4/2018,217
29/4/2018,216
30/4/2018,214
1/5/2018,212
2/5/2018,209
3/5/2018,208
4/5/2018,206
5/5/2018,204
6/5/2018,202
7/5/2018,201
8/5/2018,200
9/5/2018,199
10/5/2018,196
11/5/2018,196
12/5/2018,193
13/5/2018,192
14/5/2018,190
15/5/2018,188
16/5/2018,188
17/5/2018,187
18/5/2018,186
19/5/2018,184
20/5/2018,182
21/5/2018,180
22/5/2018,180
23/5/2018,177
24/5/2018,176
25/5/2018,176
26/5/2018,176
27/5/2018,173
28/5/2018,172
29/5/2018,172
30/5/2018,171
31/5/2018,170
1/6/2018,169
2/6/2018,168
3/6/2018,168
4/6/2018,167
5/6/2018,167
6/6/2018,166
7/6/2018,165
8/6/2018,165
9/6/2018,164
10/6/2018,165
11/6/2018,167
12/6/2018,168
13/6/2018,169
14/6/2018,170
15/6/2018,171
16/6/2018,172
17/6/2018,172
18/6/2018,174
19/6/2018,176
20/6/2018,176
21/6/2018,177
22/6/2018,178
23/6/2018,179
24/6/2018,180
25/6/2018,180
26/6/2018,182
27/6/2018,183
28/6/2018,184
29/6/2018,184
30/6/2018,187
1/7/2018,188
2/7/2018,189
3/7/2018,190
4/7/2018,192
5/7/2018,195
6/7/2018,196
7/7/2018,197
8/7/2018,199
9/7/2018,200
10/7/2018,200
11/7/2018,201
